wavelength,transmittance
2262.25,97.44
2262,97.44
2261.75,97.42
2261.5,97.41
2261.25,97.41
2261,97.41
2260.75,97.42
2260.5,97.42
2260.25,97.42
2260,97.43
2259.75,97.44
2259.5,97.45
2259.25,97.46
2259,97.46
2258.75,97.47
2258.5,97.47
2258.25,97.46
2258,97.46
2257.75,97.45
2257.5,97.44
2257.25,97.43
2257,97.43
2256.75,97.43
2256.5,97.43
2256.25,97.43
2256,97.43
2255.75,97.43
2255.5,97.44
2255.25,97.45
2255,97.46
2254.75,97.47
2254.5,97.48
2254.25,97.48
2254,97.48
2253.75,97.49
2253.5,97.49
2253.25,97.49
2253,97.49
2252.75,97.49
2252.5,97.49
2252.25,97.48
2252,97.49
2251.75,97.5
2251.5,97.51
2251.25,97.51
2251,97.52
2250.75,97.52
2250.5,97.53
2250.25,97.52
2250,97.51
2249.75,97.5
2249.5,97.5
2249.25,97.51
2249,97.51
2248.75,97.51
2248.5,97.49
2248.25,97.48
2248,97.49
2247.75,97.52
2247.5,97.53
2247.25,97.54
2247,97.54
2246.75,97.53
2246.5,97.53
2246.25,97.54
2246,97.55
2245.75,97.55
2245.5,97.55
2245.25,97.55
2245,97.55
2244.75,97.56
2244.5,97.57
2244.25,97.57
2244,97.57
2243.75,97.56
2243.5,97.55
2243.25,97.53
2243,97.51
2242.75,97.5
2242.5,97.49
2242.25,97.49
2242,97.48
2241.75,97.47
2241.5,97.46
2241.25,97.46
2241,97.47
2240.75,97.49
2240.5,97.49
2240.25,97.48
2240,97.47
2239.75,97.48
2239.5,97.5
2239.25,97.51
2239,97.51
2238.75,97.51
2238.5,97.5
2238.25,97.49
2238,97.48
2237.75,97.48
2237.5,97.49
2237.25,97.5
2237,97.5
2236.75,97.5
2236.5,97.5
2236.25,97.5
2236,97.51
2235.75,97.52
2235.5,97.51
2235.25,97.5
2235,97.49
2234.75,97.49
2234.5,97.5
2234.25,97.51
2234,97.51
2233.75,97.5
2233.5,97.49
2233.25,97.49
2233,97.5
2232.75,97.5
2232.5,97.49
2232.25,97.48
2232,97.47
2231.75,97.48
2231.5,97.51
2231.25,97.55
2231,97.57
2230.75,97.58
2230.5,97.58
2230.25,97.58
2230,97.59
2229.75,97.6
2229.5,97.6
2229.25,97.58
2229,97.55
2228.75,97.51
2228.5,97.49
2228.25,97.49
2228,97.51
2227.75,97.52
2227.5,97.52
2227.25,97.51
2227,97.51
2226.75,97.52
2226.5,97.54
2226.25,97.55
2226,97.55
2225.75,97.53
2225.5,97.52
2225.25,97.52
2225,97.53
2224.75,97.54
2224.5,97.53
2224.25,97.52
2224,97.52
2223.75,97.52
2223.5,97.52
2223.25,97.52
2223,97.53
2222.75,97.53
2222.5,97.53
2222.25,97.52
2222,97.53
2221.75,97.54
2221.5,97.56
2221.25,97.58
2221,97.58
2220.75,97.57
2220.5,97.56
2220.25,97.56
2220,97.57
2219.75,97.58
2219.5,97.58
2219.25,97.57
2219,97.57
2218.75,97.56
2218.5,97.56
2218.25,97.56
2218,97.56
2217.75,97.57
2217.5,97.56
2217.25,97.55
2217,97.54
2216.75,97.53
2216.5,97.54
2216.25,97.55
2216,97.56
2215.75,97.56
2215.5,97.55
2215.25,97.54
2215,97.53
2214.75,97.55
2214.5,97.56
2214.25,97.58
2214,97.59
2213.75,97.59
2213.5,97.58
2213.25,97.58
2213,97.6
2212.75,97.62
2212.5,97.61
2212.25,97.59
2212,97.57
2211.75,97.57
2211.5,97.57
2211.25,97.57
2211,97.56
2210.75,97.55
2210.5,97.55
2210.25,97.56
2210,97.57
2209.75,97.57
2209.5,97.56
2209.25,97.56
2209,97.57
2208.75,97.58
2208.5,97.58
2208.25,97.57
2208,97.56
2207.75,97.56
2207.5,97.57
2207.25,97.58
2207,97.58
2206.75,97.59
2206.5,97.59
2206.25,97.58
2206,97.58
2205.75,97.56
2205.5,97.54
2205.25,97.52
2205,97.5
2204.75,97.48
2204.5,97.48
2204.25,97.48
2204,97.49
2203.75,97.49
2203.5,97.5
2203.25,97.5
2203,97.51
2202.75,97.52
2202.5,97.54
2202.25,97.56
2202,97.57
2201.75,97.58
2201.5,97.59
2201.25,97.59
2201,97.6
2200.75,97.6
2200.5,97.6
2200.25,97.59
2200,97.58
2199.75,97.57
2199.5,97.56
2199.25,97.57
2199,97.58
2198.75,97.6
2198.5,97.62
2198.25,97.63
2198,97.63
2197.75,97.62
2197.5,97.61
2197.25,97.59
2197,97.57
2196.75,97.57
2196.5,97.57
2196.25,97.58
2196,97.58
2195.75,97.59
2195.5,97.6
2195.25,97.61
2195,97.62
2194.75,97.61
2194.5,97.61
2194.25,97.6
2194,97.6
2193.75,97.59
2193.5,97.58
2193.25,97.58
2193,97.58
2192.75,97.59
2192.5,97.59
2192.25,97.58
2192,97.57
2191.75,97.57
2191.5,97.57
2191.25,97.58
2191,97.57
2190.75,97.56
2190.5,97.55
2190.25,97.56
2190,97.56
2189.75,97.56
2189.5,97.55
2189.25,97.53
2189,97.52
2188.75,97.52
2188.5,97.53
2188.25,97.55
2188,97.55
2187.75,97.54
2187.5,97.53
2187.25,97.53
2187,97.53
2186.75,97.53
2186.5,97.52
2186.25,97.51
2186,97.51
2185.75,97.52
2185.5,97.52
2185.25,97.51
2185,97.49
2184.75,97.5
2184.5,97.52
2184.25,97.55
2184,97.55
2183.75,97.52
2183.5,97.49
2183.25,97.49
2183,97.51
2182.75,97.54
2182.5,97.54
2182.25,97.54
2182,97.54
2181.75,97.56
2181.5,97.6
2181.25,97.64
2181,97.65
2180.75,97.64
2180.5,97.63
2180.25,97.63
2180,97.65
2179.75,97.66
2179.5,97.67
2179.25,97.66
2179,97.66
2178.75,97.66
2178.5,97.66
2178.25,97.65
2178,97.63
2177.75,97.6
2177.5,97.59
2177.25,97.58
2177,97.57
2176.75,97.59
2176.5,97.61
2176.25,97.65
2176,97.69
2175.75,97.72
2175.5,97.74
2175.25,97.76
2175,97.77
2174.75,97.78
2174.5,97.79
2174.25,97.8
2174,97.81
2173.75,97.8
2173.5,97.79
2173.25,97.78
2173,97.78
2172.75,97.78
2172.5,97.78
2172.25,97.77
2172,97.76
2171.75,97.74
2171.5,97.72
2171.25,97.7
2171,97.68
2170.75,97.65
2170.5,97.61
2170.25,97.56
2170,97.52
2169.75,97.5
2169.5,97.5
2169.25,97.5
2169,97.49
2168.75,97.47
2168.5,97.46
2168.25,97.47
2168,97.47
2167.75,97.46
2167.5,97.43
2167.25,97.4
2167,97.4
2166.75,97.42
2166.5,97.44
2166.25,97.45
2166,97.45
2165.75,97.46
2165.5,97.47
2165.25,97.48
2165,97.48
2164.75,97.46
2164.5,97.44
2164.25,97.42
2164,97.41
2163.75,97.4
2163.5,97.39
2163.25,97.36
2163,97.35
2162.75,97.34
2162.5,97.34
2162.25,97.33
2162,97.32
2161.75,97.32
2161.5,97.32
2161.25,97.33
2161,97.35
2160.75,97.37
2160.5,97.38
2160.25,97.41
2160,97.45
2159.75,97.51
2159.5,97.57
2159.25,97.64
2159,97.71
2158.75,97.79
2158.5,97.88
2158.25,97.96
2158,98.04
2157.75,98.11
2157.5,98.15
2157.25,98.18
2157,98.21
2156.75,98.24
2156.5,98.23
2156.25,98.2
2156,98.18
2155.75,98.17
2155.5,98.18
2155.25,98.17
2155,98.16
2154.75,98.16
2154.5,98.17
2154.25,98.17
2154,98.16
2153.75,98.12
2153.5,98.08
2153.25,98.04
2153,98.02
2152.75,98.02
2152.5,98.02
2152.25,98.02
2152,98.02
2151.75,98.03
2151.5,98.05
2151.25,98.06
2151,98.05
2150.75,98.02
2150.5,97.98
2150.25,97.95
2150,97.92
2149.75,97.91
2149.5,97.9
2149.25,97.91
2149,97.92
2148.75,97.94
2148.5,97.96
2148.25,97.97
2148,97.98
2147.75,97.99
2147.5,97.99
2147.25,97.97
2147,97.96
2146.75,97.95
2146.5,97.97
2146.25,97.98
2146,98
2145.75,98.01
2145.5,98.01
2145.25,98.01
2145,98.02
2144.75,98.04
2144.5,98.05
2144.25,98.05
2144,98.03
2143.75,98.01
2143.5,98.01
2143.25,98.01
2143,98.01
2142.75,97.99
2142.5,97.96
2142.25,97.92
2142,97.9
2141.75,97.9
2141.5,97.9
2141.25,97.9
2141,97.91
2140.75,97.93
2140.5,97.96
2140.25,97.97
2140,97.98
2139.75,97.97
2139.5,97.96
2139.25,97.96
2139,97.94
2138.75,97.93
2138.5,97.92
2138.25,97.92
2138,97.93
2137.75,97.93
2137.5,97.92
2137.25,97.91
2137,97.93
2136.75,97.94
2136.5,97.95
2136.25,97.94
2136,97.92
2135.75,97.91
2135.5,97.94
2135.25,97.97
2135,97.99
2134.75,97.99
2134.5,97.98
2134.25,98
2134,98.03
2133.75,98.06
2133.5,98.07
2133.25,98.06
2133,98.05
2132.75,98.05
2132.5,98.06
2132.25,98.07
2132,98.06
2131.75,98.04
2131.5,98.03
2131.25,98.03
2131,98.03
2130.75,98.04
2130.5,98.03
2130.25,98.02
2130,98
2129.75,97.99
2129.5,97.98
2129.25,97.97
2129,97.95
2128.75,97.92
2128.5,97.9
2128.25,97.88
2128,97.86
2127.75,97.85
2127.5,97.84
2127.25,97.84
2127,97.84
2126.75,97.85
2126.5,97.87
2126.25,97.88
2126,97.88
2125.75,97.89
2125.5,97.89
2125.25,97.89
2125,97.88
2124.75,97.87
2124.5,97.85
2124.25,97.83
2124,97.82
2123.75,97.82
2123.5,97.81
2123.25,97.8
2123,97.78
2122.75,97.78
2122.5,97.78
2122.25,97.8
2122,97.8
2121.75,97.8
2121.5,97.8
2121.25,97.8
2121,97.81
2120.75,97.81
2120.5,97.8
2120.25,97.78
2120,97.76
2119.75,97.74
2119.5,97.72
2119.25,97.7
2119,97.68
2118.75,97.68
2118.5,97.7
2118.25,97.71
2118,97.73
2117.75,97.74
2117.5,97.75
2117.25,97.76
2117,97.77
2116.75,97.77
2116.5,97.77
2116.25,97.76
2116,97.74
2115.75,97.72
2115.5,97.7
2115.25,97.68
2115,97.67
2114.75,97.66
2114.5,97.66
2114.25,97.65
2114,97.65
2113.75,97.64
2113.5,97.64
2113.25,97.65
2113,97.65
2112.75,97.65
2112.5,97.65
2112.25,97.64
2112,97.63
2111.75,97.63
2111.5,97.63
2111.25,97.63
2111,97.63
2110.75,97.63
2110.5,97.62
2110.25,97.61
2110,97.62
2109.75,97.63
2109.5,97.64
2109.25,97.65
2109,97.65
2108.75,97.65
2108.5,97.65
2108.25,97.65
2108,97.65
2107.75,97.65
2107.5,97.64
2107.25,97.64
2107,97.64
2106.75,97.65
2106.5,97.66
2106.25,97.67
2106,97.67
2105.75,97.66
2105.5,97.65
2105.25,97.65
2105,97.64
2104.75,97.63
2104.5,97.63
2104.25,97.63
2104,97.63
2103.75,97.64
2103.5,97.64
2103.25,97.64
2103,97.65
2102.75,97.65
2102.5,97.66
2102.25,97.67
2102,97.68
2101.75,97.69
2101.5,97.7
2101.25,97.71
2101,97.72
2100.75,97.72
2100.5,97.7
2100.25,97.69
2100,97.67
2099.75,97.67
2099.5,97.67
2099.25,97.66
2099,97.66
2098.75,97.65
2098.5,97.66
2098.25,97.66
2098,97.67
2097.75,97.67
2097.5,97.66
2097.25,97.65
2097,97.65
2096.75,97.66
2096.5,97.67
2096.25,97.67
2096,97.67
2095.75,97.69
2095.5,97.71
2095.25,97.73
2095,97.74
2094.75,97.75
2094.5,97.76
2094.25,97.78
2094,97.79
2093.75,97.8
2093.5,97.8
2093.25,97.79
2093,97.77
2092.75,97.76
2092.5,97.74
2092.25,97.72
2092,97.7
2091.75,97.67
2091.5,97.64
2091.25,97.64
2091,97.64
2090.75,97.66
2090.5,97.66
2090.25,97.67
2090,97.69
2089.75,97.72
2089.5,97.73
2089.25,97.74
2089,97.73
2088.75,97.72
2088.5,97.71
2088.25,97.69
2088,97.68
2087.75,97.66
2087.5,97.65
2087.25,97.65
2087,97.66
2086.75,97.68
2086.5,97.69
2086.25,97.69
2086,97.7
2085.75,97.7
2085.5,97.68
2085.25,97.66
2085,97.64
2084.75,97.62
2084.5,97.6
2084.25,97.58
2084,97.57
2083.75,97.57
2083.5,97.58
2083.25,97.59
2083,97.59
2082.75,97.6
2082.5,97.61
2082.25,97.63
2082,97.64
2081.75,97.64
2081.5,97.64
2081.25,97.65
2081,97.65
2080.75,97.65
2080.5,97.64
2080.25,97.63
2080,97.62
2079.75,97.6
2079.5,97.58
2079.25,97.57
2079,97.57
2078.75,97.58
2078.5,97.57
2078.25,97.56
2078,97.56
2077.75,97.56
2077.5,97.58
2077.25,97.6
2077,97.62
2076.75,97.62
2076.5,97.61
2076.25,97.6
2076,97.59
2075.75,97.59
2075.5,97.59
2075.25,97.59
2075,97.58
2074.75,97.57
2074.5,97.57
2074.25,97.58
2074,97.6
2073.75,97.63
2073.5,97.64
2073.25,97.63
2073,97.62
2072.75,97.62
2072.5,97.62
2072.25,97.63
2072,97.64
2071.75,97.62
2071.5,97.61
2071.25,97.61
2071,97.62
2070.75,97.64
2070.5,97.64
2070.25,97.64
2070,97.64
2069.75,97.64
2069.5,97.65
2069.25,97.64
2069,97.64
2068.75,97.63
2068.5,97.65
2068.25,97.67
2068,97.68
2067.75,97.69
2067.5,97.69
2067.25,97.7
2067,97.71
2066.75,97.71
2066.5,97.7
2066.25,97.69
2066,97.68
2065.75,97.66
2065.5,97.63
2065.25,97.61
2065,97.61
2064.75,97.61
2064.5,97.61
2064.25,97.6
2064,97.6
2063.75,97.61
2063.5,97.62
2063.25,97.63
2063,97.63
2062.75,97.63
2062.5,97.64
2062.25,97.65
2062,97.65
2061.75,97.64
2061.5,97.64
2061.25,97.64
2061,97.65
2060.75,97.65
2060.5,97.65
2060.25,97.66
2060,97.67
2059.75,97.67
2059.5,97.68
2059.25,97.7
2059,97.71
2058.75,97.73
2058.5,97.73
2058.25,97.72
2058,97.7
2057.75,97.68
2057.5,97.66
2057.25,97.64
2057,97.63
2056.75,97.62
2056.5,97.61
2056.25,97.6
2056,97.59
2055.75,97.6
2055.5,97.61
2055.25,97.62
2055,97.61
2054.75,97.59
2054.5,97.59
2054.25,97.61
2054,97.64
2053.75,97.67
2053.5,97.68
2053.25,97.69
2053,97.69
2052.75,97.69
2052.5,97.67
2052.25,97.63
2052,97.57
2051.75,97.51
2051.5,97.46
2051.25,97.42
2051,97.4
2050.75,97.38
2050.5,97.36
2050.25,97.34
2050,97.34
2049.75,97.37
2049.5,97.41
2049.25,97.45
2049,97.49
2048.75,97.53
2048.5,97.56
2048.25,97.59
2048,97.62
2047.75,97.63
2047.5,97.61
2047.25,97.58
2047,97.56
2046.75,97.59
2046.5,97.62
2046.25,97.63
2046,97.63
2045.75,97.63
2045.5,97.64
2045.25,97.65
2045,97.64
2044.75,97.61
2044.5,97.59
2044.25,97.59
2044,97.61
2043.75,97.62
2043.5,97.61
2043.25,97.59
2043,97.57
2042.75,97.57
2042.5,97.55
2042.25,97.53
2042,97.51
2041.75,97.5
2041.5,97.52
2041.25,97.55
2041,97.58
2040.75,97.61
2040.5,97.63
2040.25,97.65
2040,97.67
2039.75,97.68
2039.5,97.69
2039.25,97.7
2039,97.7
2038.75,97.7
2038.5,97.68
2038.25,97.67
2038,97.67
2037.75,97.67
2037.5,97.67
2037.25,97.66
2037,97.66
2036.75,97.66
2036.5,97.65
2036.25,97.65
2036,97.66
2035.75,97.68
2035.5,97.69
2035.25,97.71
2035,97.71
2034.75,97.73
2034.5,97.74
2034.25,97.75
2034,97.74
2033.75,97.73
2033.5,97.73
2033.25,97.72
2033,97.71
2032.75,97.69
2032.5,97.68
2032.25,97.7
2032,97.74
2031.75,97.78
2031.5,97.78
2031.25,97.76
2031,97.77
2030.75,97.81
2030.5,97.85
2030.25,97.84
2030,97.8
2029.75,97.75
2029.5,97.75
2029.25,97.77
2029,97.8
2028.75,97.82
2028.5,97.82
2028.25,97.81
2028,97.82
2027.75,97.83
2027.5,97.84
2027.25,97.85
2027,97.83
2026.75,97.8
2026.5,97.77
2026.25,97.76
2026,97.77
2025.75,97.78
2025.5,97.77
2025.25,97.76
2025,97.76
2024.75,97.77
2024.5,97.79
2024.25,97.81
2024,97.84
2023.75,97.86
2023.5,97.87
2023.25,97.87
2023,97.88
2022.75,97.89
2022.5,97.91
2022.25,97.91
2022,97.9
2021.75,97.89
2021.5,97.9
2021.25,97.9
2021,97.9
2020.75,97.89
2020.5,97.86
2020.25,97.83
2020,97.81
2019.75,97.82
2019.5,97.82
2019.25,97.82
2019,97.81
2018.75,97.79
2018.5,97.79
2018.25,97.78
2018,97.77
2017.75,97.77
2017.5,97.79
2017.25,97.8
2017,97.82
2016.75,97.85
2016.5,97.88
2016.25,97.91
2016,97.92
2015.75,97.92
2015.5,97.9
2015.25,97.89
2015,97.87
2014.75,97.86
2014.5,97.84
2014.25,97.82
2014,97.8
2013.75,97.8
2013.5,97.8
2013.25,97.82
2013,97.83
2012.75,97.84
2012.5,97.83
2012.25,97.82
2012,97.82
2011.75,97.81
2011.5,97.79
2011.25,97.76
2011,97.75
2010.75,97.75
2010.5,97.76
2010.25,97.77
2010,97.79
2009.75,97.82
2009.5,97.87
2009.25,97.9
2009,97.91
2008.75,97.92
2008.5,97.93
2008.25,97.95
2008,97.98
2007.75,97.98
2007.5,97.96
2007.25,97.94
2007,97.94
2006.75,97.96
2006.5,97.98
2006.25,97.97
2006,97.95
2005.75,97.94
2005.5,97.94
2005.25,97.96
2005,97.96
2004.75,97.96
2004.5,97.96
2004.25,97.98
2004,97.99
2003.75,97.99
2003.5,97.97
2003.25,97.94
2003,97.92
2002.75,97.9
2002.5,97.87
2002.25,97.85
2002,97.83
2001.75,97.83
2001.5,97.84
2001.25,97.87
2001,97.9
2000.75,97.94
2000.5,97.97
2000.25,97.98
2000,97.96
1999.75,97.94
1999.5,97.92
1999.25,97.91
1999,97.89
1998.75,97.85
1998.5,97.81
1998.25,97.78
1998,97.78
1997.75,97.79
1997.5,97.79
1997.25,97.78
1997,97.76
1996.75,97.75
1996.5,97.76
1996.25,97.78
1996,97.8
1995.75,97.8
1995.5,97.8
1995.25,97.8
1995,97.83
1994.75,97.84
1994.5,97.83
1994.25,97.8
1994,97.77
1993.75,97.76
1993.5,97.75
1993.25,97.73
1993,97.71
1992.75,97.69
1992.5,97.7
1992.25,97.71
1992,97.73
1991.75,97.74
1991.5,97.76
1991.25,97.76
1991,97.75
1990.75,97.74
1990.5,97.73
1990.25,97.73
1990,97.72
1989.75,97.72
1989.5,97.71
1989.25,97.72
1989,97.73
1988.75,97.74
1988.5,97.75
1988.25,97.74
1988,97.74
1987.75,97.73
1987.5,97.73
1987.25,97.74
1987,97.76
1986.75,97.78
1986.5,97.79
1986.25,97.79
1986,97.79
1985.75,97.79
1985.5,97.79
1985.25,97.78
1985,97.76
1984.75,97.76
1984.5,97.76
1984.25,97.76
1984,97.76
1983.75,97.76
1983.5,97.74
1983.25,97.72
1983,97.69
1982.75,97.67
1982.5,97.67
1982.25,97.68
1982,97.67
1981.75,97.64
1981.5,97.63
1981.25,97.63
1981,97.63
1980.75,97.61
1980.5,97.57
1980.25,97.52
1980,97.5
1979.75,97.5
1979.5,97.5
1979.25,97.51
1979,97.52
1978.75,97.54
1978.5,97.57
1978.25,97.62
1978,97.66
1977.75,97.7
1977.5,97.71
1977.25,97.73
1977,97.74
1976.75,97.77
1976.5,97.81
1976.25,97.84
1976,97.87
1975.75,97.9
1975.5,97.94
1975.25,97.99
1975,98.01
1974.75,98.02
1974.5,98.01
1974.25,98
1974,97.98
1973.75,97.95
1973.5,97.93
1973.25,97.93
1973,97.94
1972.75,97.96
1972.5,97.99
1972.25,98.01
1972,98.04
1971.75,98.05
1971.5,98.07
1971.25,98.07
1971,98.06
1970.75,98.04
1970.5,98.02
1970.25,98.02
1970,98.04
1969.75,98.06
1969.5,98.08
1969.25,98.08
1969,98.08
1968.75,98.06
1968.5,98.03
1968.25,97.99
1968,97.95
1967.75,97.9
1967.5,97.86
1967.25,97.84
1967,97.86
1966.75,97.91
1966.5,97.96
1966.25,98
1966,98.03
1965.75,98.05
1965.5,98.07
1965.25,98.08
1965,98.08
1964.75,98.07
1964.5,98.04
1964.25,98.03
1964,98.02
1963.75,98.02
1963.5,98.02
1963.25,98.01
1963,98
1962.75,97.98
1962.5,97.96
1962.25,97.96
1962,97.97
1961.75,97.97
1961.5,97.95
1961.25,97.94
1961,97.94
1960.75,97.96
1960.5,97.98
1960.25,97.99
1960,98
1959.75,98.03
1959.5,98.07
1959.25,98.1
1959,98.12
1958.75,98.13
1958.5,98.14
1958.25,98.15
1958,98.15
1957.75,98.15
1957.5,98.13
1957.25,98.12
1957,98.11
1956.75,98.1
1956.5,98.1
1956.25,98.09
1956,98.09
1955.75,98.1
1955.5,98.11
1955.25,98.13
1955,98.13
1954.75,98.12
1954.5,98.1
1954.25,98.09
1954,98.06
1953.75,98.04
1953.5,98.02
1953.25,98.01
1953,97.99
1952.75,97.98
1952.5,97.97
1952.25,97.97
1952,97.97
1951.75,97.97
1951.5,97.97
1951.25,97.98
1951,97.99
1950.75,98
1950.5,98.01
1950.25,98.03
1950,98.04
1949.75,98.04
1949.5,98.04
1949.25,98.03
1949,98.04
1948.75,98.04
1948.5,98.04
1948.25,98.04
1948,98.04
1947.75,98.04
1947.5,98.04
1947.25,98.04
1947,98.03
1946.75,98.02
1946.5,98.01
1946.25,98.01
1946,98
1945.75,97.99
1945.5,97.98
1945.25,97.99
1945,98
1944.75,98.01
1944.5,98.01
1944.25,97.98
1944,97.95
1943.75,97.93
1943.5,97.92
1943.25,97.91
1943,97.9
1942.75,97.9
1942.5,97.9
1942.25,97.93
1942,97.98
1941.75,98.01
1941.5,98.03
1941.25,98.04
1941,98.04
1940.75,98.05
1940.5,98.05
1940.25,98.04
1940,98.04
1939.75,98.04
1939.5,98.04
1939.25,98.02
1939,98.01
1938.75,97.99
1938.5,97.98
1938.25,97.98
1938,97.97
1937.75,97.97
1937.5,97.97
1937.25,97.98
1937,97.98
1936.75,97.98
1936.5,97.98
1936.25,97.98
1936,97.98
1935.75,97.98
1935.5,97.98
1935.25,97.98
1935,97.98
1934.75,97.98
1934.5,97.99
1934.25,97.99
1934,97.99
1933.75,98
1933.5,98.01
1933.25,98.03
1933,98.05
1932.75,98.07
1932.5,98.08
1932.25,98.09
1932,98.09
1931.75,98.11
1931.5,98.12
1931.25,98.11
1931,98.1
1930.75,98.08
1930.5,98.07
1930.25,98.07
1930,98.05
1929.75,98.03
1929.5,98.02
1929.25,98.03
1929,98.04
1928.75,98.05
1928.5,98.05
1928.25,98.06
1928,98.06
1927.75,98.06
1927.5,98.05
1927.25,98.04
1927,98.03
1926.75,98.02
1926.5,98.02
1926.25,98.03
1926,98.03
1925.75,98.03
1925.5,98.03
1925.25,98.03
1925,98.02
1924.75,98.02
1924.5,98.01
1924.25,98
1924,97.99
1923.75,97.98
1923.5,97.99
1923.25,97.99
1923,97.99
1922.75,97.98
1922.5,97.98
1922.25,97.98
1922,98
1921.75,98
1921.5,98
1921.25,97.99
1921,97.99
1920.75,97.99
1920.5,97.99
1920.25,97.98
1920,97.97
1919.75,97.97
1919.5,97.97
1919.25,97.96
1919,97.96
1918.75,97.97
1918.5,97.98
1918.25,97.99
1918,97.99
1917.75,97.99
1917.5,97.99
1917.25,97.99
1917,97.99
1916.75,97.99
1916.5,97.99
1916.25,97.99
1916,97.98
1915.75,97.98
1915.5,97.99
1915.25,98.01
1915,98.02
1914.75,98.03
1914.5,98.04
1914.25,98.04
1914,98.03
1913.75,98.02
1913.5,98.01
1913.25,98
1913,97.98
1912.75,97.97
1912.5,97.97
1912.25,97.98
1912,97.99
1911.75,97.99
1911.5,97.98
1911.25,97.97
1911,97.95
1910.75,97.94
1910.5,97.94
1910.25,97.93
1910,97.93
1909.75,97.94
1909.5,97.96
1909.25,97.98
1909,97.99
1908.75,98
1908.5,98.01
1908.25,98.01
1908,98.01
1907.75,98
1907.5,97.99
1907.25,97.99
1907,97.99
1906.75,97.99
1906.5,97.99
1906.25,97.99
1906,97.98
1905.75,97.98
1905.5,97.99
1905.25,98
1905,98.01
1904.75,98.01
1904.5,98.01
1904.25,98.01
1904,98.01
1903.75,98.01
1903.5,98.01
1903.25,98.01
1903,98.02
1902.75,98.02
1902.5,98.02
1902.25,98.03
1902,98.03
1901.75,98.02
1901.5,98.01
1901.25,98
1901,97.99
1900.75,97.98
1900.5,97.98
1900.25,97.98
1900,97.98
1899.75,97.99
1899.5,97.99
1899.25,98
1899,98
1898.75,98.01
1898.5,98.01
1898.25,98.02
1898,98.02
1897.75,98.03
1897.5,98.03
1897.25,98.03
1897,98.02
1896.75,98.02
1896.5,98.01
1896.25,98
1896,98
1895.75,98.01
1895.5,98
1895.25,98
1895,98
1894.75,98.01
1894.5,98.02
1894.25,98.03
1894,98.02
1893.75,98.02
1893.5,98.02
1893.25,98.01
1893,98.01
1892.75,98
1892.5,98
1892.25,98
1892,98.01
1891.75,98.01
1891.5,98.01
1891.25,98.01
1891,98.01
1890.75,98
1890.5,98
1890.25,98
1890,98
1889.75,98
1889.5,98
1889.25,98
1889,98
1888.75,98.01
1888.5,98.01
1888.25,98.01
1888,98.01
1887.75,98
1887.5,97.99
1887.25,97.99
1887,98
1886.75,98
1886.5,98
1886.25,98.01
1886,98.01
1885.75,98.02
1885.5,98.03
1885.25,98.03
1885,98.03
1884.75,98.04
1884.5,98.04
1884.25,98.05
1884,98.05
1883.75,98.05
1883.5,98.05
1883.25,98.05
1883,98.05
1882.75,98.05
1882.5,98.04
1882.25,98.04
1882,98.03
1881.75,98.02
1881.5,98.02
1881.25,98.01
1881,98.01
1880.75,98.01
1880.5,98.02
1880.25,98.03
1880,98.04
1879.75,98.05
1879.5,98.05
1879.25,98.06
1879,98.06
1878.75,98.06
1878.5,98.05
1878.25,98.05
1878,98.05
1877.75,98.04
1877.5,98.04
1877.25,98.03
1877,98.03
1876.75,98.04
1876.5,98.04
1876.25,98.04
1876,98.05
1875.75,98.06
1875.5,98.06
1875.25,98.06
1875,98.06
1874.75,98.06
1874.5,98.05
1874.25,98.04
1874,98.04
1873.75,98.04
1873.5,98.05
1873.25,98.05
1873,98.06
1872.75,98.06
1872.5,98.06
1872.25,98.06
1872,98.06
1871.75,98.06
1871.5,98.06
1871.25,98.05
1871,98.05
1870.75,98.04
1870.5,98.03
1870.25,98.02
1870,98.02
1869.75,98
1869.5,97.98
1869.25,97.96
1869,97.95
1868.75,97.96
1868.5,97.97
1868.25,97.99
1868,98
1867.75,98.01
1867.5,98.03
1867.25,98.04
1867,98.05
1866.75,98.05
1866.5,98.04
1866.25,98.03
1866,98.02
1865.75,98.01
1865.5,98.02
1865.25,98.02
1865,98.03
1864.75,98.04
1864.5,98.05
1864.25,98.05
1864,98.05
1863.75,98.04
1863.5,98.03
1863.25,98.02
1863,98.02
1862.75,98.03
1862.5,98.04
1862.25,98.05
1862,98.07
1861.75,98.08
1861.5,98.08
1861.25,98.07
1861,98.07
1860.75,98.06
1860.5,98.06
1860.25,98.05
1860,98.05
1859.75,98.05
1859.5,98.06
1859.25,98.06
1859,98.06
1858.75,98.06
1858.5,98.06
1858.25,98.07
1858,98.07
1857.75,98.07
1857.5,98.07
1857.25,98.07
1857,98.08
1856.75,98.08
1856.5,98.09
1856.25,98.1
1856,98.09
1855.75,98.09
1855.5,98.09
1855.25,98.09
1855,98.09
1854.75,98.08
1854.5,98.07
1854.25,98.06
1854,98.06
1853.75,98.06
1853.5,98.06
1853.25,98.06
1853,98.06
1852.75,98.06
1852.5,98.07
1852.25,98.08
1852,98.08
1851.75,98.09
1851.5,98.09
1851.25,98.1
1851,98.1
1850.75,98.09
1850.5,98.09
1850.25,98.09
1850,98.09
1849.75,98.08
1849.5,98.08
1849.25,98.08
1849,98.08
1848.75,98.08
1848.5,98.08
