wavelength,transmittance
3153,91.81
3152.75,91.82
3152.5,91.83
3152.25,91.84
3152,91.84
3151.75,91.85
3151.5,91.86
3151.25,91.86
3151,91.87
3150.75,91.87
3150.5,91.88
3150.25,91.88
3150,91.88
3149.75,91.88
3149.5,91.89
3149.25,91.9
3149,91.91
3148.75,91.92
3148.5,91.92
3148.25,91.93
3148,91.94
3147.75,91.94
3147.5,91.95
3147.25,91.95
3147,91.96
3146.75,91.97
3146.5,91.98
3146.25,91.98
3146,91.98
3145.75,91.99
3145.5,91.99
3145.25,91.99
3145,92
3144.75,92
3144.5,92.01
3144.25,92.02
3144,92.03
3143.75,92.03
3143.5,92.04
3143.25,92.04
3143,92.04
3142.75,92.05
3142.5,92.06
3142.25,92.06
3142,92.07
3141.75,92.08
3141.5,92.08
3141.25,92.09
3141,92.09
3140.75,92.1
3140.5,92.1
3140.25,92.11
3140,92.12
3139.75,92.12
3139.5,92.13
3139.25,92.13
3139,92.14
3138.75,92.14
3138.5,92.14
3138.25,92.14
3138,92.14
3137.75,92.15
3137.5,92.15
3137.25,92.16
3137,92.16
3136.75,92.17
3136.5,92.17
3136.25,92.17
3136,92.17
3135.75,92.18
3135.5,92.19
3135.25,92.19
3135,92.2
3134.75,92.21
3134.5,92.21
3134.25,92.21
3134,92.22
3133.75,92.23
3133.5,92.23
3133.25,92.24
3133,92.24
3132.75,92.24
3132.5,92.24
3132.25,92.24
3132,92.24
3131.75,92.25
3131.5,92.25
3131.25,92.25
3131,92.25
3130.75,92.25
3130.5,92.25
3130.25,92.26
3130,92.27
3129.75,92.27
3129.5,92.28
3129.25,92.28
3129,92.29
3128.75,92.29
3128.5,92.29
3128.25,92.29
3128,92.29
3127.75,92.29
3127.5,92.3
3127.25,92.3
3127,92.3
3126.75,92.29
3126.5,92.29
3126.25,92.29
3126,92.29
3125.75,92.29
3125.5,92.29
3125.25,92.3
3125,92.3
3124.75,92.31
3124.5,92.31
3124.25,92.31
3124,92.31
3123.75,92.31
3123.5,92.32
3123.25,92.32
3123,92.33
3122.75,92.34
3122.5,92.34
3122.25,92.35
3122,92.36
3121.75,92.36
3121.5,92.37
3121.25,92.37
3121,92.37
3120.75,92.37
3120.5,92.37
3120.25,92.37
3120,92.37
3119.75,92.36
3119.5,92.36
3119.25,92.36
3119,92.36
3118.75,92.36
3118.5,92.36
3118.25,92.36
3118,92.36
3117.75,92.35
3117.5,92.35
3117.25,92.36
3117,92.36
3116.75,92.37
3116.5,92.37
3116.25,92.36
3116,92.35
3115.75,92.35
3115.5,92.34
3115.25,92.34
3115,92.34
3114.75,92.34
3114.5,92.34
3114.25,92.33
3114,92.32
3113.75,92.31
3113.5,92.31
3113.25,92.31
3113,92.32
3112.75,92.32
3112.5,92.32
3112.25,92.31
3112,92.31
3111.75,92.31
3111.5,92.31
3111.25,92.31
3111,92.31
3110.75,92.31
3110.5,92.31
3110.25,92.31
3110,92.31
3109.75,92.31
3109.5,92.31
3109.25,92.31
3109,92.3
3108.75,92.3
3108.5,92.29
3108.25,92.29
3108,92.29
3107.75,92.29
3107.5,92.29
3107.25,92.28
3107,92.27
3106.75,92.26
3106.5,92.26
3106.25,92.26
3106,92.26
3105.75,92.26
3105.5,92.25
3105.25,92.25
3105,92.24
3104.75,92.23
3104.5,92.23
3104.25,92.23
3104,92.23
3103.75,92.23
3103.5,92.22
3103.25,92.22
3103,92.21
3102.75,92.21
3102.5,92.21
3102.25,92.21
3102,92.21
3101.75,92.2
3101.5,92.2
3101.25,92.19
3101,92.19
3100.75,92.19
3100.5,92.18
3100.25,92.18
3100,92.17
3099.75,92.17
3099.5,92.16
3099.25,92.15
3099,92.15
3098.75,92.14
3098.5,92.14
3098.25,92.14
3098,92.13
3097.75,92.12
3097.5,92.11
3097.25,92.1
3097,92.09
3096.75,92.09
3096.5,92.09
3096.25,92.08
3096,92.08
3095.75,92.07
3095.5,92.06
3095.25,92.05
3095,92.06
3094.75,92.06
3094.5,92.06
3094.25,92.05
3094,92.04
3093.75,92.03
3093.5,92.03
3093.25,92.03
3093,92.03
3092.75,92.03
3092.5,92.02
3092.25,92.02
3092,92.01
3091.75,92
3091.5,91.99
3091.25,91.99
3091,91.99
3090.75,91.99
3090.5,91.99
3090.25,91.98
3090,91.97
3089.75,91.96
3089.5,91.95
3089.25,91.95
3089,91.94
3088.75,91.94
3088.5,91.93
3088.25,91.92
3088,91.91
3087.75,91.9
3087.5,91.89
3087.25,91.88
3087,91.88
3086.75,91.88
3086.5,91.88
3086.25,91.89
3086,91.89
3085.75,91.88
3085.5,91.88
3085.25,91.87
3085,91.86
3084.75,91.86
3084.5,91.86
3084.25,91.86
3084,91.85
3083.75,91.85
3083.5,91.84
3083.25,91.83
3083,91.82
3082.75,91.82
3082.5,91.82
3082.25,91.82
3082,91.83
3081.75,91.82
3081.5,91.81
3081.25,91.81
3081,91.8
3080.75,91.8
3080.5,91.81
3080.25,91.81
3080,91.81
3079.75,91.8
3079.5,91.79
3079.25,91.78
3079,91.77
3078.75,91.77
3078.5,91.77
3078.25,91.77
3078,91.77
3077.75,91.75
3077.5,91.74
3077.25,91.73
3077,91.73
3076.75,91.72
3076.5,91.72
3076.25,91.71
3076,91.71
3075.75,91.7
3075.5,91.69
3075.25,91.69
3075,91.68
3074.75,91.68
3074.5,91.68
3074.25,91.67
3074,91.67
3073.75,91.67
3073.5,91.67
3073.25,91.67
3073,91.67
3072.75,91.66
3072.5,91.65
3072.25,91.65
3072,91.65
3071.75,91.65
3071.5,91.65
3071.25,91.65
3071,91.64
3070.75,91.63
3070.5,91.63
3070.25,91.63
3070,91.63
3069.75,91.64
3069.5,91.64
3069.25,91.65
3069,91.64
3068.75,91.64
3068.5,91.64
3068.25,91.64
3068,91.64
3067.75,91.65
3067.5,91.64
3067.25,91.64
3067,91.63
3066.75,91.63
3066.5,91.63
3066.25,91.63
3066,91.62
3065.75,91.62
3065.5,91.62
3065.25,91.61
3065,91.61
3064.75,91.61
3064.5,91.6
3064.25,91.6
3064,91.6
3063.75,91.6
3063.5,91.6
3063.25,91.6
3063,91.6
3062.75,91.6
3062.5,91.6
3062.25,91.6
3062,91.6
3061.75,91.6
3061.5,91.6
3061.25,91.61
3061,91.61
3060.75,91.62
3060.5,91.62
3060.25,91.62
3060,91.62
3059.75,91.62
3059.5,91.63
3059.25,91.63
3059,91.64
3058.75,91.65
3058.5,91.65
3058.25,91.65
3058,91.65
3057.75,91.64
3057.5,91.65
3057.25,91.65
3057,91.66
3056.75,91.67
3056.5,91.67
3056.25,91.67
3056,91.67
3055.75,91.66
3055.5,91.66
3055.25,91.67
3055,91.68
3054.75,91.68
3054.5,91.68
3054.25,91.69
3054,91.69
3053.75,91.7
3053.5,91.7
3053.25,91.71
3053,91.72
3052.75,91.73
3052.5,91.73
3052.25,91.74
3052,91.74
3051.75,91.74
3051.5,91.75
3051.25,91.75
3051,91.75
3050.75,91.75
3050.5,91.75
3050.25,91.76
3050,91.76
3049.75,91.76
3049.5,91.77
3049.25,91.77
3049,91.77
3048.75,91.77
3048.5,91.78
3048.25,91.78
3048,91.79
3047.75,91.8
3047.5,91.8
3047.25,91.81
3047,91.81
3046.75,91.82
3046.5,91.82
3046.25,91.83
3046,91.84
3045.75,91.84
3045.5,91.85
3045.25,91.85
3045,91.86
3044.75,91.86
3044.5,91.87
3044.25,91.88
3044,91.88
3043.75,91.88
3043.5,91.88
3043.25,91.89
3043,91.9
3042.75,91.91
3042.5,91.92
3042.25,91.92
3042,91.92
3041.75,91.91
3041.5,91.91
3041.25,91.92
3041,91.92
3040.75,91.93
3040.5,91.93
3040.25,91.93
3040,91.93
3039.75,91.93
3039.5,91.94
3039.25,91.94
3039,91.95
3038.75,91.95
3038.5,91.95
3038.25,91.95
3038,91.96
3037.75,91.96
3037.5,91.97
3037.25,91.98
3037,91.99
3036.75,91.99
3036.5,91.99
3036.25,91.99
3036,92
3035.75,92.01
3035.5,92.02
3035.25,92.03
3035,92.03
3034.75,92.04
3034.5,92.04
3034.25,92.04
3034,92.04
3033.75,92.05
3033.5,92.05
3033.25,92.05
3033,92.05
3032.75,92.06
3032.5,92.06
3032.25,92.06
3032,92.07
3031.75,92.07
3031.5,92.07
3031.25,92.08
3031,92.09
3030.75,92.1
3030.5,92.1
3030.25,92.11
3030,92.11
3029.75,92.12
3029.5,92.12
3029.25,92.13
3029,92.13
3028.75,92.13
3028.5,92.13
3028.25,92.14
3028,92.14
3027.75,92.15
3027.5,92.15
3027.25,92.16
3027,92.16
3026.75,92.17
3026.5,92.18
3026.25,92.19
3026,92.21
3025.75,92.22
3025.5,92.23
3025.25,92.24
3025,92.24
3024.75,92.25
3024.5,92.25
3024.25,92.26
3024,92.27
3023.75,92.27
3023.5,92.27
3023.25,92.27
3023,92.27
3022.75,92.27
3022.5,92.28
3022.25,92.29
3022,92.3
3021.75,92.3
3021.5,92.31
3021.25,92.32
3021,92.33
3020.75,92.33
3020.5,92.34
3020.25,92.34
3020,92.35
3019.75,92.36
3019.5,92.36
3019.25,92.37
3019,92.38
3018.75,92.39
3018.5,92.39
3018.25,92.4
3018,92.4
3017.75,92.4
3017.5,92.41
3017.25,92.42
3017,92.42
3016.75,92.43
3016.5,92.44
3016.25,92.45
3016,92.46
3015.75,92.46
3015.5,92.46
3015.25,92.47
3015,92.48
3014.75,92.5
3014.5,92.5
3014.25,92.51
3014,92.51
3013.75,92.51
3013.5,92.51
3013.25,92.51
3013,92.51
3012.75,92.52
3012.5,92.52
3012.25,92.52
3012,92.53
3011.75,92.53
3011.5,92.53
3011.25,92.53
3011,92.53
3010.75,92.53
3010.5,92.53
3010.25,92.53
3010,92.53
3009.75,92.53
3009.5,92.53
3009.25,92.54
3009,92.54
3008.75,92.54
3008.5,92.54
3008.25,92.55
3008,92.55
3007.75,92.56
3007.5,92.56
3007.25,92.57
3007,92.57
3006.75,92.57
3006.5,92.57
3006.25,92.57
3006,92.57
3005.75,92.57
3005.5,92.57
3005.25,92.57
3005,92.57
3004.75,92.58
3004.5,92.58
3004.25,92.58
3004,92.59
3003.75,92.59
3003.5,92.59
3003.25,92.59
3003,92.59
3002.75,92.59
3002.5,92.6
3002.25,92.6
3002,92.59
3001.75,92.59
3001.5,92.58
3001.25,92.58
3001,92.59
3000.75,92.59
3000.5,92.59
3000.25,92.59
3000,92.59
2999.75,92.6
2999.5,92.6
2999.25,92.6
2999,92.6
2998.75,92.59
2998.5,92.58
2998.25,92.58
2998,92.58
2997.75,92.57
2997.5,92.57
2997.25,92.56
2997,92.55
2996.75,92.55
2996.5,92.54
2996.25,92.54
2996,92.53
2995.75,92.53
2995.5,92.53
2995.25,92.52
2995,92.52
2994.75,92.51
2994.5,92.51
2994.25,92.51
2994,92.51
2993.75,92.5
2993.5,92.49
2993.25,92.48
2993,92.48
2992.75,92.47
2992.5,92.47
2992.25,92.46
2992,92.45
2991.75,92.43
2991.5,92.42
2991.25,92.41
2991,92.4
2990.75,92.39
2990.5,92.38
2990.25,92.37
2990,92.35
2989.75,92.34
2989.5,92.32
2989.25,92.31
2989,92.3
2988.75,92.29
2988.5,92.28
2988.25,92.27
2988,92.26
2987.75,92.25
2987.5,92.23
2987.25,92.22
2987,92.21
2986.75,92.2
2986.5,92.19
2986.25,92.17
2986,92.15
2985.75,92.13
2985.5,92.12
2985.25,92.1
2985,92.09
2984.75,92.08
2984.5,92.06
2984.25,92.04
2984,92.03
2983.75,92.01
2983.5,92
2983.25,91.98
2983,91.96
2982.75,91.95
2982.5,91.93
2982.25,91.91
2982,91.89
2981.75,91.88
2981.5,91.86
2981.25,91.84
2981,91.81
2980.75,91.79
2980.5,91.77
2980.25,91.75
2980,91.74
2979.75,91.72
2979.5,91.69
2979.25,91.67
2979,91.65
2978.75,91.63
2978.5,91.61
2978.25,91.59
2978,91.57
2977.75,91.55
2977.5,91.53
2977.25,91.5
2977,91.48
2976.75,91.45
2976.5,91.43
2976.25,91.41
2976,91.39
2975.75,91.37
2975.5,91.35
2975.25,91.32
2975,91.3
2974.75,91.27
2974.5,91.25
2974.25,91.23
2974,91.21
2973.75,91.18
2973.5,91.16
2973.25,91.14
2973,91.11
2972.75,91.09
2972.5,91.06
2972.25,91.04
2972,91.02
2971.75,90.99
2971.5,90.97
2971.25,90.94
2971,90.93
2970.75,90.91
2970.5,90.89
2970.25,90.86
2970,90.83
2969.75,90.8
2969.5,90.78
2969.25,90.76
2969,90.74
2968.75,90.72
2968.5,90.7
2968.25,90.67
2968,90.65
2967.75,90.63
2967.5,90.61
2967.25,90.59
2967,90.57
2966.75,90.55
2966.5,90.53
2966.25,90.51
2966,90.49
2965.75,90.47
2965.5,90.45
2965.25,90.43
2965,90.41
2964.75,90.39
2964.5,90.37
2964.25,90.36
2964,90.34
2963.75,90.33
2963.5,90.31
2963.25,90.29
2963,90.28
2962.75,90.26
2962.5,90.25
2962.25,90.24
2962,90.23
2961.75,90.22
2961.5,90.21
2961.25,90.2
2961,90.19
2960.75,90.19
2960.5,90.18
2960.25,90.18
2960,90.18
2959.75,90.18
2959.5,90.18
2959.25,90.18
2959,90.18
2958.75,90.18
2958.5,90.19
2958.25,90.19
2958,90.19
2957.75,90.2
2957.5,90.21
2957.25,90.22
2957,90.23
2956.75,90.23
2956.5,90.24
2956.25,90.25
2956,90.26
2955.75,90.28
2955.5,90.29
2955.25,90.3
2955,90.31
2954.75,90.33
2954.5,90.34
2954.25,90.36
2954,90.37
2953.75,90.39
2953.5,90.41
2953.25,90.42
2953,90.44
2952.75,90.46
2952.5,90.48
2952.25,90.5
2952,90.52
2951.75,90.54
2951.5,90.55
2951.25,90.57
2951,90.59
2950.75,90.61
2950.5,90.63
2950.25,90.65
2950,90.66
2949.75,90.67
2949.5,90.69
2949.25,90.7
2949,90.72
2948.75,90.73
2948.5,90.74
2948.25,90.75
2948,90.76
2947.75,90.77
2947.5,90.78
2947.25,90.79
2947,90.79
2946.75,90.8
2946.5,90.8
2946.25,90.81
2946,90.82
2945.75,90.82
2945.5,90.83
2945.25,90.83
2945,90.83
2944.75,90.83
2944.5,90.84
2944.25,90.84
2944,90.84
2943.75,90.84
2943.5,90.83
2943.25,90.83
2943,90.82
2942.75,90.82
2942.5,90.81
2942.25,90.81
2942,90.8
2941.75,90.79
2941.5,90.78
2941.25,90.77
2941,90.76
2940.75,90.75
2940.5,90.74
2940.25,90.73
2940,90.72
2939.75,90.71
2939.5,90.7
2939.25,90.69
2939,90.68
2938.75,90.67
2938.5,90.67
2938.25,90.66
2938,90.65
2937.75,90.64
2937.5,90.64
2937.25,90.63
2937,90.62
2936.75,90.62
2936.5,90.62
2936.25,90.61
2936,90.61
2935.75,90.6
2935.5,90.59
2935.25,90.58
2935,90.58
2934.75,90.58
2934.5,90.58
2934.25,90.57
2934,90.57
2933.75,90.56
2933.5,90.56
2933.25,90.56
2933,90.56
2932.75,90.56
2932.5,90.56
2932.25,90.56
2932,90.56
2931.75,90.56
2931.5,90.57
2931.25,90.57
2931,90.58
2930.75,90.58
2930.5,90.58
2930.25,90.59
2930,90.59
2929.75,90.6
2929.5,90.61
2929.25,90.62
2929,90.63
2928.75,90.63
2928.5,90.64
2928.25,90.65
2928,90.66
2927.75,90.67
2927.5,90.68
2927.25,90.68
2927,90.69
2926.75,90.7
2926.5,90.71
2926.25,90.72
2926,90.73
2925.75,90.75
2925.5,90.76
2925.25,90.77
2925,90.79
2924.75,90.8
2924.5,90.81
2924.25,90.82
2924,90.84
2923.75,90.85
2923.5,90.86
2923.25,90.88
2923,90.9
2922.75,90.91
2922.5,90.92
2922.25,90.92
2922,90.94
2921.75,90.95
2921.5,90.97
2921.25,90.98
2921,91
2920.75,91.01
2920.5,91.02
2920.25,91.04
2920,91.05
2919.75,91.07
2919.5,91.09
2919.25,91.1
2919,91.12
2918.75,91.13
2918.5,91.15
2918.25,91.17
2918,91.19
2917.75,91.2
2917.5,91.22
2917.25,91.23
2917,91.25
2916.75,91.26
2916.5,91.27
2916.25,91.29
2916,91.3
2915.75,91.32
2915.5,91.33
2915.25,91.34
2915,91.35
2914.75,91.36
2914.5,91.37
2914.25,91.38
2914,91.39
2913.75,91.4
2913.5,91.41
2913.25,91.43
2913,91.44
2912.75,91.45
2912.5,91.46
2912.25,91.47
2912,91.49
2911.75,91.5
2911.5,91.51
2911.25,91.52
2911,91.53
2910.75,91.55
2910.5,91.56
2910.25,91.57
2910,91.57
2909.75,91.58
2909.5,91.59
2909.25,91.6
2909,91.62
2908.75,91.63
2908.5,91.65
2908.25,91.66
2908,91.67
2907.75,91.68
2907.5,91.69
2907.25,91.71
2907,91.72
2906.75,91.74
2906.5,91.76
2906.25,91.77
2906,91.78
2905.75,91.78
2905.5,91.79
2905.25,91.8
2905,91.81
2904.75,91.83
2904.5,91.84
2904.25,91.85
2904,91.85
2903.75,91.86
2903.5,91.87
2903.25,91.88
2903,91.89
2902.75,91.91
2902.5,91.91
2902.25,91.92
2902,91.93
2901.75,91.93
2901.5,91.94
2901.25,91.95
2901,91.96
2900.75,91.97
2900.5,91.98
2900.25,91.99
2900,92
2899.75,92.01
2899.5,92.02
2899.25,92.03
2899,92.04
2898.75,92.05
2898.5,92.06
2898.25,92.07
2898,92.08
2897.75,92.09
2897.5,92.1
2897.25,92.12
2897,92.12
2896.75,92.13
2896.5,92.14
2896.25,92.15
2896,92.16
2895.75,92.17
2895.5,92.18
2895.25,92.19
2895,92.2
2894.75,92.21
2894.5,92.21
2894.25,92.22
2894,92.23
2893.75,92.24
2893.5,92.25
2893.25,92.26
2893,92.27
2892.75,92.28
2892.5,92.29
2892.25,92.3
2892,92.31
2891.75,92.31
2891.5,92.31
2891.25,92.31
2891,92.32
2890.75,92.33
2890.5,92.34
2890.25,92.34
2890,92.34
2889.75,92.34
2889.5,92.34
2889.25,92.34
2889,92.34
2888.75,92.34
2888.5,92.34
2888.25,92.34
2888,92.35
2887.75,92.35
2887.5,92.35
2887.25,92.35
2887,92.35
2886.75,92.35
2886.5,92.35
2886.25,92.35
2886,92.35
2885.75,92.35
2885.5,92.34
2885.25,92.34
2885,92.34
2884.75,92.33
2884.5,92.33
2884.25,92.33
2884,92.33
2883.75,92.33
2883.5,92.32
2883.25,92.32
2883,92.31
2882.75,92.31
2882.5,92.3
2882.25,92.29
2882,92.28
2881.75,92.27
2881.5,92.26
2881.25,92.26
2881,92.25
2880.75,92.24
2880.5,92.23
2880.25,92.23
2880,92.22
2879.75,92.21
2879.5,92.2
2879.25,92.19
2879,92.18
2878.75,92.17
2878.5,92.16
2878.25,92.15
2878,92.14
2877.75,92.12
2877.5,92.11
2877.25,92.11
2877,92.1
2876.75,92.1
2876.5,92.09
2876.25,92.08
2876,92.08
2875.75,92.07
2875.5,92.07
2875.25,92.07
2875,92.07
2874.75,92.06
2874.5,92.06
2874.25,92.05
2874,92.05
2873.75,92.06
2873.5,92.07
2873.25,92.07
2873,92.07
2872.75,92.07
2872.5,92.07
2872.25,92.07
2872,92.08
2871.75,92.09
2871.5,92.1
2871.25,92.1
2871,92.11
2870.75,92.11
2870.5,92.12
2870.25,92.14
2870,92.16
2869.75,92.17
2869.5,92.18
2869.25,92.19
2869,92.21
2868.75,92.22
2868.5,92.24
2868.25,92.26
2868,92.27
2867.75,92.28
2867.5,92.3
2867.25,92.31
2867,92.33
2866.75,92.35
2866.5,92.37
2866.25,92.39
2866,92.41
2865.75,92.43
2865.5,92.45
2865.25,92.47
2865,92.5
2864.75,92.52
2864.5,92.54
2864.25,92.55
2864,92.57
2863.75,92.59
2863.5,92.61
2863.25,92.63
2863,92.65
2862.75,92.67
2862.5,92.68
2862.25,92.69
2862,92.71
2861.75,92.74
2861.5,92.75
2861.25,92.77
2861,92.78
2860.75,92.79
2860.5,92.81
2860.25,92.82
2860,92.84
2859.75,92.86
2859.5,92.88
2859.25,92.89
2859,92.9
2858.75,92.91
2858.5,92.93
2858.25,92.95
2858,92.97
2857.75,92.98
2857.5,92.99
2857.25,93
2857,93.01
2856.75,93.03
2856.5,93.04
2856.25,93.05
2856,93.06
2855.75,93.07
2855.5,93.09
2855.25,93.1
2855,93.12
2854.75,93.13
2854.5,93.14
2854.25,93.15
2854,93.16
2853.75,93.18
2853.5,93.19
2853.25,93.21
2853,93.22
2852.75,93.23
2852.5,93.24
2852.25,93.26
2852,93.28
2851.75,93.3
2851.5,93.31
2851.25,93.32
2851,93.32
2850.75,93.33
2850.5,93.35
2850.25,93.36
2850,93.38
2849.75,93.39
2849.5,93.4
2849.25,93.42
2849,93.43
2848.75,93.45
2848.5,93.46
2848.25,93.48
2848,93.49
2847.75,93.5
2847.5,93.51
2847.25,93.52
2847,93.53
2846.75,93.53
2846.5,93.54
2846.25,93.55
2846,93.55
2845.75,93.56
2845.5,93.56
2845.25,93.56
2845,93.57
2844.75,93.57
2844.5,93.58
2844.25,93.59
2844,93.6
2843.75,93.61
2843.5,93.62
2843.25,93.62
2843,93.63
2842.75,93.64
2842.5,93.64
2842.25,93.65
2842,93.66
2841.75,93.67
2841.5,93.68
2841.25,93.69
2841,93.7
2840.75,93.71
2840.5,93.71
2840.25,93.72
2840,93.73
2839.75,93.74
2839.5,93.75
2839.25,93.76
2839,93.76
2838.75,93.76
2838.5,93.76
2838.25,93.77
2838,93.77
2837.75,93.77
2837.5,93.78
2837.25,93.78
2837,93.79
2836.75,93.79
2836.5,93.8
2836.25,93.81
2836,93.81
2835.75,93.81
2835.5,93.81
2835.25,93.81
2835,93.82
2834.75,93.83
2834.5,93.83
2834.25,93.83
2834,93.83
2833.75,93.83
2833.5,93.84
2833.25,93.85
2833,93.86
2832.75,93.87
2832.5,93.87
2832.25,93.87
2832,93.87
2831.75,93.88
2831.5,93.88
2831.25,93.88
2831,93.89
2830.75,93.89
2830.5,93.9
2830.25,93.9
2830,93.91
2829.75,93.91
2829.5,93.91
2829.25,93.92
2829,93.93
2828.75,93.94
2828.5,93.94
2828.25,93.94
2828,93.95
2827.75,93.95
2827.5,93.96
2827.25,93.96
2827,93.97
2826.75,93.98
2826.5,93.98
2826.25,93.99
2826,94
2825.75,94
2825.5,94
2825.25,94
2825,94
2824.75,94
2824.5,94
2824.25,94.01
2824,94.01
2823.75,94
2823.5,94
2823.25,94
2823,94.01
2822.75,94.02
2822.5,94.03
2822.25,94.03
2822,94.04
2821.75,94.04
2821.5,94.04
2821.25,94.04
2821,94.05
2820.75,94.06
2820.5,94.06
2820.25,94.05
2820,94.05
2819.75,94.05
2819.5,94.06
2819.25,94.07
2819,94.08
2818.75,94.07
2818.5,94.07
2818.25,94.08
2818,94.08
2817.75,94.09
2817.5,94.1
2817.25,94.11
2817,94.11
2816.75,94.11
2816.5,94.11
2816.25,94.11
2816,94.12
2815.75,94.13
2815.5,94.14
2815.25,94.14
2815,94.13
2814.75,94.13
2814.5,94.14
2814.25,94.14
2814,94.15
2813.75,94.15
2813.5,94.15
2813.25,94.15
2813,94.16
2812.75,94.16
2812.5,94.17
2812.25,94.18
2812,94.18
2811.75,94.18
2811.5,94.19
2811.25,94.19
2811,94.2
2810.75,94.2
2810.5,94.2
2810.25,94.2
2810,94.2
2809.75,94.2
2809.5,94.21
2809.25,94.21
2809,94.22
2808.75,94.22
2808.5,94.23
2808.25,94.23
2808,94.24
2807.75,94.24
2807.5,94.25
2807.25,94.25
2807,94.25
2806.75,94.26
2806.5,94.26
2806.25,94.26
2806,94.26
2805.75,94.26
2805.5,94.26
2805.25,94.26
2805,94.27
2804.75,94.27
2804.5,94.28
2804.25,94.29
2804,94.29
2803.75,94.3
2803.5,94.3
2803.25,94.31
2803,94.31
2802.75,94.32
2802.5,94.33
2802.25,94.33
2802,94.34
2801.75,94.34
2801.5,94.34
2801.25,94.33
2801,94.33
2800.75,94.33
2800.5,94.34
2800.25,94.35
2800,94.36
2799.75,94.36
2799.5,94.36
2799.25,94.36
2799,94.36
2798.75,94.37
2798.5,94.38
2798.25,94.39
2798,94.39
2797.75,94.39
2797.5,94.39
2797.25,94.39
2797,94.4
2796.75,94.4
2796.5,94.41
2796.25,94.42
2796,94.42
2795.75,94.42
2795.5,94.42
2795.25,94.42
2795,94.42
2794.75,94.42
2794.5,94.43
2794.25,94.43
2794,94.43
2793.75,94.43
2793.5,94.44
2793.25,94.44
2793,94.44
2792.75,94.45
2792.5,94.45
2792.25,94.45
2792,94.46
2791.75,94.47
2791.5,94.47
2791.25,94.47
2791,94.47
2790.75,94.48
2790.5,94.48
2790.25,94.49
2790,94.49
2789.75,94.49
2789.5,94.5
2789.25,94.5
2789,94.5
2788.75,94.51
2788.5,94.51
2788.25,94.52
2788,94.52
2787.75,94.52
2787.5,94.52
2787.25,94.53
2787,94.53
2786.75,94.53
2786.5,94.53
2786.25,94.54
2786,94.54
2785.75,94.54
2785.5,94.55
2785.25,94.55
2785,94.55
2784.75,94.55
2784.5,94.56
2784.25,94.56
2784,94.56
2783.75,94.56
2783.5,94.57
2783.25,94.57
2783,94.57
2782.75,94.57
2782.5,94.58
2782.25,94.58
2782,94.58
2781.75,94.59
2781.5,94.59
2781.25,94.6
2781,94.6
2780.75,94.6
2780.5,94.61
2780.25,94.61
2780,94.61
2779.75,94.62
2779.5,94.62
2779.25,94.62
2779,94.62
2778.75,94.63
2778.5,94.63
2778.25,94.63
2778,94.63
2777.75,94.64
2777.5,94.64
2777.25,94.65
2777,94.65
2776.75,94.65
2776.5,94.66
2776.25,94.66
2776,94.67
2775.75,94.67
2775.5,94.67
2775.25,94.68
2775,94.68
2774.75,94.68
2774.5,94.68
2774.25,94.69
2774,94.69
2773.75,94.7
2773.5,94.7
2773.25,94.71
2773,94.71
2772.75,94.71
2772.5,94.71
2772.25,94.71
2772,94.71
2771.75,94.72
2771.5,94.72
2771.25,94.72
2771,94.72
2770.75,94.72
2770.5,94.73
2770.25,94.73
2770,94.73
2769.75,94.74
2769.5,94.74
2769.25,94.75
2769,94.75
2768.75,94.75
2768.5,94.76
2768.25,94.77
2768,94.77
2767.75,94.77
2767.5,94.77
2767.25,94.77
2767,94.77
2766.75,94.78
2766.5,94.78
2766.25,94.78
2766,94.78
2765.75,94.78
2765.5,94.78
2765.25,94.78
2765,94.79
2764.75,94.79
2764.5,94.79
2764.25,94.79
2764,94.8
2763.75,94.8
2763.5,94.8
2763.25,94.81
2763,94.82
2762.75,94.82
2762.5,94.82
2762.25,94.82
2762,94.82
2761.75,94.83
2761.5,94.84
2761.25,94.84
2761,94.84
2760.75,94.84
2760.5,94.84
2760.25,94.84
2760,94.85
2759.75,94.85
2759.5,94.86
2759.25,94.86
2759,94.86
2758.75,94.86
2758.5,94.86
2758.25,94.87
2758,94.87
2757.75,94.88
2757.5,94.88
2757.25,94.88
2757,94.88
2756.75,94.88
2756.5,94.89
2756.25,94.89
2756,94.9
2755.75,94.9
2755.5,94.91
2755.25,94.91
2755,94.91
2754.75,94.91
2754.5,94.91
2754.25,94.92
2754,94.92
2753.75,94.93
2753.5,94.93
2753.25,94.93
2753,94.93
2752.75,94.93
2752.5,94.93
2752.25,94.94
2752,94.94
2751.75,94.94
2751.5,94.95
2751.25,94.95
2751,94.95
2750.75,94.95
2750.5,94.96
2750.25,94.96
2750,94.96
2749.75,94.97
2749.5,94.98
2749.25,94.98
2749,94.98
2748.75,94.98
2748.5,94.98
2748.25,94.99
2748,95
2747.75,95
2747.5,95
2747.25,95
2747,95
2746.75,95
2746.5,95.01
2746.25,95.02
2746,95.02
2745.75,95.02
2745.5,95.02
2745.25,95.03
2745,95.03
2744.75,95.03
2744.5,95.03
2744.25,95.03
2744,95.03
2743.75,95.03
2743.5,95.03
2743.25,95.03
2743,95.04
2742.75,95.04
2742.5,95.04
2742.25,95.05
2742,95.06
2741.75,95.06
2741.5,95.07
2741.25,95.07
2741,95.08
2740.75,95.08
2740.5,95.08
